ticker,article_date,article_count,unique_source_count,total_word_count,tone_weighted,tone_positive_weighted,tone_negative_weighted,tone_polarity_weighted,tone_avg,tone_stddev,tone_min,tone_max,positive_article_count,negative_article_count,neutral_article_count,avg_activity_density
AAPL,2025-03-30,110,52,61569.0,0.43055160210973936,3.4325385623651572,3.0019869602554179,6.434525522620576,0.13716784377388966,3.718449043594418,-10.0,8.09248554913295,42,45,23,21.739446059682269
AAPL,2025-03-31,232,140,142595.0,0.30996159339783319,3.3277986615169866,3.0178370681191526,6.3456357296361361,-0.37112943517365848,3.2798079390746957,-12.3893805309735,7.75510204081633,77,105,50,21.850250268249049
AAPL,2025-04-01,386,280,177825.0,-0.20490764097785105,2.8645695113159086,3.0694771522937581,5.934046663609668,-0.21227392470557346,2.6462680946470933,-12.9770992366412,5.77617328519856,157,132,97,20.231170539539793
AAPL,2025-04-02,221,129,114068.0,-0.24296520485116874,3.1665289642297982,3.4094941690809666,6.5760231333107653,-0.53156171815858655,3.6229399002799565,-11.1111111111111,12.6865671641791,71,99,51,21.815016573268718
AAPL,2025-04-03,317,181,181582.0,-0.5964598559127916,2.7686761005404041,3.3651359564531966,6.1338120569936017,-0.812736303226651,3.3248716256924751,-13.6986301369863,9.27152317880795,88,143,86,22.487422794038913
AAPL,2025-04-04,278,169,145538.0,-0.36395893078004987,2.9697865518431561,3.3337454826232067,6.3035320344663628,-0.53756919327323116,3.4448112007719995,-12.3809523809524,9.09090909090909,72,111,95,22.517079583098184
AAPL,2025-04-05,167,84,103063.0,-0.80362005610690079,2.5886415049990026,3.3922615611059017,5.9809030661049043,-1.1556482391678551,3.3602623884001677,-10.410094637224,9.09090909090909,48,85,34,23.185045403430941
AAPL,2025-04-06,120,66,75073.0,-0.602778387922284,2.6790133867461017,3.2817917746683869,5.9608051614144895,-0.65610630634789613,3.2165791462877693,-9.2436974789916,9.8330241187384,29,58,33,21.239806487410785
AAPL,2025-04-07,203,107,129865.0,-0.9645757992514925,2.4736859499010717,3.4382617491525638,5.911947699053635,-1.06519215854289,2.9037600236277612,-8.80829015544041,10.5263157894737,44,105,54,22.399141168671431
AAPL,2025-04-08,293,171,172299.0,-0.79594741945674108,2.49813730563456,3.2940847250913015,5.7922220307258607,-0.94748604726805685,2.8571911576688831,-12.1900826446281,9.09816440542698,64,155,74,23.053872249296621
AAPL,2025-04-09,296,175,180634.0,-0.46016822566136384,2.8253593434190418,3.2855275690804056,6.1108869124994483,-0.59514692941302316,2.6731693362851057,-13.7777777777778,9.09090909090909,64,135,97,22.498666126934669
AAPL,2025-04-10,267,150,165099.0,-0.12772993647094472,2.8906841084467239,3.0184140449176691,5.9090981533643943,-0.13439011360597791,3.1477772980209551,-9.72222222222222,11.3526570048309,83,99,85,22.49143493567739
AAPL,2025-04-11,282,135,194770.0,-0.075118620215660584,2.8884633334319223,2.9635819536475827,5.8520452870795063,-0.18020435428441325,3.0662408132328167,-15.7303370786517,13.2947976878613,95,108,79,22.251045914897603
AAPL,2025-04-12,162,107,90833.0,0.19074183023812594,2.8398051735001308,2.6490633432620059,5.4888685167621363,-0.16158652759674719,2.5680592164345333,-5.48672566371681,8.23311748381129,47,56,59,22.713503556212036
AAPL,2025-04-13,188,111,130070.0,-0.33647050612128787,2.5137178187317448,2.8501883248530322,5.3639061435847761,-0.34027170815869145,2.7819538720572123,-9.01960784313725,9.32203389830508,48,70,70,22.04011043328159
AAPL,2025-04-14,315,159,187625.0,-0.44741288566914017,2.51627065715842,2.96368354282756,5.47995419998598,-0.343913113018664,2.8147263577810588,-11.5384615384615,9.87654320987654,95,124,96,22.708584244307726
AAPL,2025-04-15,277,159,213583.0,0.26812650642150559,2.8995584760708892,2.6314319696493844,5.5309904457202723,0.2695496239461978,2.689902116164482,-7.54385964912281,6.81818181818182,109,89,79,22.620260054781426
AAPL,2025-04-16,277,157,155984.0,-0.027581866240706233,2.9192813953337633,2.9468632615744683,5.8661446569082329,-0.10741690145657304,2.8298026911501957,-9.67741935483871,7.48031496062992,88,93,96,21.923901739461698
AAPL,2025-04-17,230,122,141869.0,-0.051139099841737763,2.9506322223264547,3.0017713221681932,5.9524035444946461,-0.1879203573135371,3.290522625249396,-16.5137614678899,9.50292397660819,82,85,63,22.954785495057781
AAPL,2025-04-18,231,121,165400.0,-0.1389031797210841,2.9203507383985454,3.0592539181196292,5.9796046565181742,-0.49480624737893675,3.2332751792389023,-12.2302158273381,9.13705583756345,63,96,72,23.885677006033077
AAPL,2025-04-19,123,61,79286.0,-0.12668978048623769,3.0397963583907952,3.1664861388770338,6.20628249726783,-0.31075540835468052,2.9849957697022229,-10.2564102564103,6.21761658031088,45,39,39,23.791365865980019
AAPL,2025-04-20,359,281,276997.0,1.3528516753349729,3.3012793027733722,1.948427627438398,5.2497069302117678,1.12377002536633,2.3605216650278456,-9.75609756097561,10.6575963718821,262,48,49,21.492469011131909
AAPL,2025-04-21,228,143,149533.0,0.34503778616621422,3.0069038620488207,2.6618660758826067,5.668769937931426,0.36632805415581882,2.9670871798208531,-7.73694390715667,10.1769911504425,112,63,53,21.82103845686645
AAPL,2025-04-22,205,94,105629.0,-0.013802675757468748,3.0083753008547931,3.0221779766122618,6.0305532774670567,-0.098057715555768782,3.44765131749655,-12.5984251968504,11.1702127659574,82,81,42,21.643926183747219
AAPL,2025-04-23,306,189,163829.0,-0.82528898286824981,2.806368396726965,3.6316573795952145,6.4380257763221813,-1.2236890685074187,3.0405130489238652,-10.7843137254902,7.52688172043011,62,168,76,22.464262942657562
AAPL,2025-04-24,252,142,155372.0,-0.83054923528502145,2.8529310387229949,3.6834802740080161,6.5364113127310119,-0.96173564839925363,3.2435111904272089,-11.1111111111111,10.6939704209329,68,121,63,22.053718188119472
AAPL,2025-04-25,870,129,303214.0,0.025429751853323829,2.5928243667165356,2.5673946148632139,5.16021898157975,-0.052237662437549362,1.5037760328480585,-9.84848484848485,8.61423220973783,64,81,725,22.431129618860528
AAPL,2025-04-26,117,66,82860.0,-1.3094510763749807,2.713181255256583,4.0226323316315655,6.7358135868881481,-1.0294089113114329,2.9519583373692146,-9.45017182130584,7.03125,28,56,33,21.578104226114966
AAPL,2025-04-27,116,60,67070.0,-1.3148321638439862,2.6261383546275634,3.9409705184715516,6.5671088730991141,-1.6040296364829851,3.1382398587986962,-9.61968680089485,7.73524720893142,19,62,35,21.680553316831624
AAPL,2025-04-28,271,151,152899.0,0.45372273825048892,3.5012991462436913,3.0475764079932022,6.5488755542368926,0.5520379827965568,3.3873138522323609,-10.9826589595376,11.7647058823529,118,75,78,21.73722319092046
AAPL,2025-04-29,214,136,125446.0,0.086494953654630266,3.1867537312601013,3.1002587776054713,6.2870125088655726,0.21226495732448858,3.2755395132387073,-10.5263157894737,6.86456400742115,86,64,64,22.752493988503439
AAPL,2025-04-30,204,118,118517.0,0.14161508014634813,3.28470511355465,3.143090033408301,6.42779514696295,-0.0012490743784806663,3.4571303192290119,-14.9837133550489,7.86516853932584,77,74,53,22.546883649028928
AAPL,2025-05-01,298,164,184510.0,-1.1690357094100183,2.7668309932202741,3.9358667026302916,6.7026976958505671,-1.1272909309666448,3.6382315655782898,-12.970168612192,6.92041522491349,78,140,80,22.941592168161449
AAPL,2025-05-02,351,189,220848.0,-0.21428854849126838,2.6560510698505517,2.87033961834182,5.5263906881923726,-0.46379588236815528,2.4956571486008037,-9.89010989010989,8.53658536585366,85,117,149,23.080160861400415
AAPL,2025-05-03,204,127,129419.0,0.54919196702535156,3.1050649738228051,2.5558730067974542,5.660937980620262,0.76923354034705993,2.8993235099513917,-9.49963741841914,7.69230769230769,105,47,52,22.643091746672663
AAPL,2025-05-04,155,93,128368.0,0.28033812122489093,2.6918184214067837,2.4114803001818945,5.1032987215886765,0.032197815906730431,2.7910833036270675,-9.95260663507109,5.43478260869565,63,44,48,22.510410472448115
AAPL,2025-05-05,225,133,133572.0,-0.12012410004827991,3.0791705123786177,3.1992946124268973,6.2784651248055141,0.16792664130634996,3.3003821497308596,-8.70917573872473,7.58620689655172,84,83,58,22.150200717238594
AAPL,2025-05-06,239,131,149655.0,-0.16227108642897323,3.0844716746723191,3.2467427611012925,6.331214435773612,-0.12559161490408868,3.1608439799626766,-8.65979381443299,9.53545232273839,85,88,66,22.853949334732736
AAPL,2025-05-07,293,150,177355.0,0.08156265299726595,3.0690423813851413,2.9874797283878753,6.0565221097730157,-0.14693071728124615,3.3220169113574278,-11.3636363636364,9.86666666666667,118,101,74,22.417560322812882
AAPL,2025-05-08,398,266,255452.0,0.30331547979253992,3.017407362134624,2.7140918823420845,5.7314992444767077,0.32747348121122538,2.9400934209685312,-11.1111111111111,10.3092783505155,170,107,121,23.235731006731658
AAPL,2025-05-09,275,167,185160.0,0.17984347612826934,3.1911956536834589,3.0113521775551892,6.2025478312386459,-0.034742651683012632,2.9037878816876486,-9.24702774108322,7.29166666666667,96,108,71,23.861089337371169
AAPL,2025-05-10,138,78,100002.0,0.43453325845878166,3.6624784017665468,3.2279451433077653,6.8904235450743085,-0.264163922351252,3.2575634455060394,-9.77443609022556,7.34463276836158,39,62,37,22.608298596611618
AAPL,2025-05-11,153,87,101005.0,-0.055198809328267484,2.9851156696863419,3.0403144790146097,6.0254301487009538,-0.2030835323147045,3.041913031576255,-8.57142857142857,8.31099195710456,50,65,38,22.145534682827872
