date,ticker,open,high,low,close,volume,daily_return,realized_vol5,article_count,unique_source_count,tone_weighted,tone_positive_weighted,tone_negative_weighted,tone_polarity_weighted,tone_avg,tone_stddev,positive_article_count,negative_article_count,neutral_article_count,avg_activity_density,tone_lag1,tone_lag2,tone_lag3,articles_lag1,articles_lag2,articles_lag3,polarity_lag1,polarity_lag2,polarity_lag3,tone_rolling5,tone_momentum,tone_vol5,earnings_week,direction_t1,direction_t2,direction_t3,return_t1
2025-01-13,AAPL,232.2612269401141,233.39503269669683,228.47192915300568,233.12649536132812,49630700,-0.010344173127510459,0.012168520998694669,360.0,248.0,-1.1261437017660876,2.772461072753735,3.898604774519824,6.671065847273558,-0.6696097313354353,3.388751429589142,105.0,203.0,52.0,22.61967607870363,0.6144485106970332,1.1901186454462394,-0.2921456134943292,216.0,230.0,210.0,6.122293506829395,6.359142422517786,5.667691806643949,0.13825616462601586,-1.7405922124631208,0.8866976715518964,0,0.0,1.0,0.0,-0.004778122103303156
2025-01-14,AAPL,233.47460320476435,234.8371551382162,231.20699165927476,232.01258850097656,39435300,-0.004778122103303195,0.009648663002745528,450.0,290.0,-0.728707012514025,2.7081249702196164,3.4368319827336444,6.14495695295326,-0.9653853122978058,2.9033945594088393,86.0,263.0,101.0,21.49217191535804,-1.1261437017660876,0.6144485106970332,1.1901186454462394,360.0,216.0,230.0,6.671065847273558,6.122293506829395,6.359142422517786,-0.06848583432623387,0.39743668925206255,0.9559080004919814,0,1.0,0.0,0.0,0.019675864345413407
2025-01-15,AAPL,233.36518970349533,237.66172623332488,233.15632396556444,236.57763671875,39832000,0.019675864345413352,0.016129316257412166,425.0,299.0,-0.2524456692331872,2.9261825706546283,3.1786282398878165,6.1048108105424435,-0.6553430168629037,2.820867397259529,101.0,216.0,108.0,21.82080154955458,-0.728707012514025,-1.1261437017660876,0.6144485106970332,450.0,360.0,216.0,6.14495695295326,6.671065847273558,6.122293506829395,-0.060545845474005454,0.47626134328083786,0.9537482278548303,1,0.0,0.0,0.0,-0.04040020505210408
2025-01-16,AAPL,236.06047699847065,236.7168796666606,226.79110553013876,227.0198516845703,71759100,-0.040400205052104066,0.022423938367761083,390.0,254.0,0.576218113360747,3.2461151979496217,2.6698970845888743,5.916012282538493,-0.152408888122793,3.355369938046607,133.0,158.0,99.0,22.34963761101623,-0.2524456692331872,-0.728707012514025,-1.1261437017660876,425.0,450.0,360.0,6.1048108105424435,6.14495695295326,6.671065847273558,-0.18332595189110393,0.8286637825939343,0.7753184226993542,1,1.0,0.0,0.0,0.007535233462246504
2025-01-17,AAPL,230.85887189963304,231.0279464573329,227.23864886634655,228.73049926757812,68488300,0.007535233462246493,0.022614272129699967,372.0,249.0,-0.1232104016388393,3.3408650619676186,3.464075463606457,6.804940525574075,0.1054081423714356,3.4663069165071665,132.0,150.0,90.0,22.284984320373702,0.576218113360747,-0.2524456692331872,-0.728707012514025,390.0,425.0,450.0,5.916012282538493,6.1048108105424435,6.14495695295326,-0.3308577343582784,-0.6994285149995864,0.6447511687354065,1,0.0,0.0,0.0,-0.03191576937337634
2025-01-21,AAPL,222.783001089375,223.20071739531107,218.1881065481907,221.43038940429688,98070400,-0.03191576937337637,0.025592381789157584,366.0,181.0,0.6396897231556959,3.7270931581377456,3.0874034349820496,6.814496593119797,0.533109839511735,3.447421193933546,145.0,117.0,104.0,22.81715905452247,-0.1232104016388393,0.576218113360747,-0.2524456692331872,372.0,390.0,425.0,6.804940525574075,5.916012282538493,6.1048108105424435,0.02230895062607825,0.7629001247945353,0.580660257542988,1,1.0,1.0,1.0,0.00534494257101646
2025-01-22,AAPL,218.59586314481808,222.90233985709415,218.59586314481808,222.61392211914065,64126500,0.0053449425710163645,0.026491084462619167,307.0,179.0,1.188556525962885,3.747626650877171,2.5590701249142858,6.306696775791457,0.9462419996701388,3.1927279987474586,146.0,87.0,74.0,23.159575673953935,0.6396897231556959,-0.1232104016388393,0.576218113360747,366.0,372.0,390.0,6.814496593119797,6.804940525574075,5.916012282538493,0.4057616583214602,0.548866802807189,0.593631593173047,1,0.0,0.0,1.0,-0.0007594645528146497
2025-01-23,AAPL,223.51898889751175,225.7965406078772,221.09224303438072,222.44485473632812,60234800,-0.0007594645528146149,0.02242779473982727,265.0,163.0,1.4028875861967394,3.8590193147781298,2.4561317285813917,6.315151043359521,0.5296831826290753,3.707528034509027,110.0,90.0,65.0,21.833952271882065,1.188556525962885,0.6396897231556959,-0.1232104016388393,307.0,366.0,372.0,6.306696775791457,6.814496593119797,6.804940525574075,0.7368283094074456,0.2143310602338544,0.5963621941280186,1,0.0,1.0,1.0,-0.003934519519834689
2025-01-24,AAPL,223.5587751677507,224.4041632112556,220.207089142254,221.56964111328125,54697900,-0.0039345195198347005,0.015869807422696194,239.0,127.0,0.1762952295408532,2.670042254899864,2.49374702535901,5.163789280258876,-0.1787954647838103,3.1841670664412716,95.0,76.0,68.0,21.877597274604064,1.4028875861967394,1.188556525962885,0.6396897231556959,265.0,307.0,366.0,6.315151043359521,6.306696775791457,6.814496593119797,0.6568437326434668,-1.2265923566558863,0.6478822235350231,1,1.0,1.0,1.0,0.03178023121059258
2025-01-27,AAPL,222.8029077898175,230.888727332658,222.76311661057,228.61117553710935,94863400,0.03178023121059259,0.022766048955710404,997.0,589.0,0.3204454436881182,3.3304238502114316,3.0099784065233117,6.340402256734745,0.3784025520695147,2.5564768081919342,350.0,368.0,279.0,20.78621086993728,0.1762952295408532,1.4028875861967394,1.188556525962885,239.0,265.0,307.0,5.163789280258876,6.315151043359521,6.306696775791457,0.7455749017088582,0.14415021414726503,0.5348641782904692,1,1.0,1.0,1.0,0.036543947769702725
2025-01-28,AAPL,229.59580038333416,238.88505261672515,229.5560092044273,236.9655303955078,75707600,0.03654394776970271,0.018964143387586837,968.0,548.0,0.4641873228160144,3.766119440009722,3.3019321171937084,7.068051557203428,0.2279150070840512,2.7927381173896637,320.0,330.0,318.0,21.6647399574747,0.3204454436881182,0.1762952295408532,1.4028875861967394,997.0,239.0,265.0,6.340402256734745,5.163789280258876,6.315151043359521,0.710474421640922,0.14374187912789615,0.5491188024658913,1,1.0,0.0,0.0,0.004616744880945781
2025-01-29,AAPL,232.8480036441672,238.5568232574634,232.73860067537265,238.05953979492188,45486100,0.004616744880945767,0.01904787271486393,587.0,302.0,-0.0560405453362129,3.5402694775974033,3.596310022933615,7.136579500531016,0.1732738961770254,2.629892789495515,196.0,244.0,147.0,22.459183739407617,0.4641873228160144,0.3204454436881182,0.1762952295408532,968.0,997.0,239.0,7.068051557203428,6.340402256734745,5.163789280258876,0.4615550073811024,-0.5202278681522273,0.5602017848588313,1,0.0,0.0,0.0,-0.007394751904788459
2025-01-30,AAPL,237.3732826437262,239.48175963713217,235.92122345328548,236.2991485595703,55658300,-0.007394751904788444,0.020479997583498596,387.0,199.0,0.7812824149422993,3.465606301119616,2.684323886177317,6.149930187296933,0.7545705498712815,2.6915381298287495,187.0,83.0,117.0,21.711107940320083,-0.0560405453362129,0.4641873228160144,0.3204454436881182,587.0,968.0,997.0,7.136579500531016,7.068051557203428,6.340402256734745,0.3372339731302144,0.8373229602785123,0.313904504768622,1,0.0,0.0,0.0,-0.00669212992992878
2025-01-31,AAPL,245.8470107317681,245.8470107317681,232.1717149504871,234.71780395507812,100959800,-0.006692129929928736,0.021056263046001743,440.0,211.0,0.8130112129524445,3.2282889091303777,2.415277696177932,5.643566605308309,0.5308643593530471,2.807646514688591,190.0,110.0,140.0,21.6713591879162,0.7812824149422993,-0.0560405453362129,0.4641873228160144,387.0,587.0,968.0,6.149930187296933,7.136579500531016,7.068051557203428,0.4645771698125326,0.031728798010145165,0.35830343512674956,0,0.0,0.0,0.0,-0.03385588500569427
2025-02-03,AAPL,228.74047863837345,230.5704783469237,224.47377754488917,226.7712249755859,73063300,-0.03385588500569425,0.025462045548613244,206.0,118.0,0.2930684882850067,3.117776508195928,2.8247080199109225,5.942484528106851,0.1355994384985624,3.269669735674373,92.0,73.0,41.0,21.88081818189226,0.8130112129524445,0.7812824149422993,-0.0560405453362129,440.0,387.0,587.0,5.643566605308309,6.149930187296933,7.136579500531016,0.4591017787319103,-0.5199427246674377,0.3612536436912414,0,1.0,1.0,1.0,0.021007855168988773
2025-02-04,AAPL,226.0153521080233,231.86341095944584,225.4186058340825,231.5352020263672,45067300,0.02100785516898873,0.020054376745305805,244.0,144.0,-0.060992169799841,3.0619789550037857,3.1229711248036263,6.184950079807409,-0.391082599505984,3.41817874076567,83.0,108.0,53.0,22.003518214408288,0.2930684882850067,0.8130112129524445,0.7812824149422993,206.0,440.0,387.0,5.942484528106851,5.643566605308309,6.149930187296933,0.3540658802087393,-0.3540606580848477,0.42933842507067216,0,0.0,1.0,0.0,-0.0014175006265696782
2025-02-05,AAPL,227.28840417126335,231.40591110501148,227.02982220448575,231.20700073242188,39620300,-0.0014175006265696455,0.01954645324896358,287.0,187.0,0.0779094825676159,3.0918052098664988,3.0138957272988827,6.105700937165382,0.0069146869985181,3.3733683202933156,113.0,117.0,57.0,22.220710080407116,-0.060992169799841,0.2930684882850067,0.8130112129524445,244.0,206.0,440.0,6.184950079807409,5.942484528106851,5.643566605308309,0.380855885789505,0.13890165236745688,0.40056600163345063,0,1.0,0.0,0.0,0.003226159424966979
2025-02-06,AAPL,230.03338922164468,232.5297620441898,229.1780610151748,231.95291137695312,29925300,0.0032261594249669567,0.019886375478347974,287.0,178.0,0.2758970116716601,2.9203662155978636,2.644469203926204,5.564835419524068,-0.1984875279167697,2.989260050958768,93.0,98.0,96.0,22.148271076121052,0.0779094825676159,-0.060992169799841,0.2930684882850067,287.0,244.0,206.0,6.105700937165382,6.184950079807409,5.942484528106851,0.27977880513537723,0.19798752910404419,0.33219142278864033,0,0.0,0.0,0.0,-0.023968727341525494
2025-02-07,AAPL,231.33629458433444,232.72868233994456,226.02529517161955,226.3932952880859,39707200,-0.023968727341525442,0.021962210959507213,327.0,230.0,0.7905774462466943,3.423341575322317,2.6327641290756247,6.0561057043979405,0.976767361409617,3.3721201401571945,176.0,92.0,59.0,22.88779149733821,0.2758970116716601,0.0779094825676159,-0.060992169799841,287.0,287.0,244.0,5.564835419524068,6.105700937165382,6.184950079807409,0.27529205179422717,0.5146804345750342,0.3232191059229111,0,1.0,1.0,1.0,0.0011873091373267473
2025-02-10,AAPL,228.5737755391387,229.58933825388897,226.21404995469493,226.66209411621097,33115600,0.0011873091373266753,0.016044132404716416,191.0,127.0,0.0089316941739671,3.211114402688452,3.202182708514485,6.413297111202938,-0.2660516526326552,3.251929879091953,71.0,65.0,55.0,22.017690375747417,0.7905774462466943,0.2758970116716601,0.0779094825676159,327.0,287.0,287.0,6.0561057043979405,5.564835419524068,6.105700937165382,0.21846469297201923,-0.7816457520727272,0.3436449681714277,0,1.0,1.0,1.0,0.021831863108128458
2025-02-11,AAPL,227.2097321635687,234.20922454356435,227.1400438259152,231.6105499267578,53718400,0.021831863108128458,0.01631571053432387,243.0,147.0,0.205456498705794,3.125268879475941,2.9198123807701477,6.045081260246089,-0.3480985217622438,3.27826023055461,81.0,93.0,69.0,22.077047077997815,0.0089316941739671,0.7905774462466943,0.2758970116716601,191.0,327.0,287.0,6.413297111202938,6.0561057043979405,5.564835419524068,0.27175442667314625,0.19652480453182689,0.3083186472532349,0,1.0,1.0,1.0,0.01827005232090038
